ts,date,selected,gross_exposure,strategy_ret,kill_day,reentry_day,overlay_multiplier,final_ret,final_gross_exposure,final_selected,final_equity
2025-02-22 08:00:00,2025-02-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-22 12:00:00,2025-02-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-22 16:00:00,2025-02-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-22 20:00:00,2025-02-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-23 00:00:00,2025-02-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-23 04:00:00,2025-02-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-23 08:00:00,2025-02-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-23 12:00:00,2025-02-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-23 16:00:00,2025-02-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-23 20:00:00,2025-02-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-24 00:00:00,2025-02-24,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-24 04:00:00,2025-02-24,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-24 08:00:00,2025-02-24,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-24 12:00:00,2025-02-24,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-24 16:00:00,2025-02-24,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-24 20:00:00,2025-02-24,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-25 00:00:00,2025-02-25,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-25 04:00:00,2025-02-25,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-25 08:00:00,2025-02-25,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-25 12:00:00,2025-02-25,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-25 16:00:00,2025-02-25,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-25 20:00:00,2025-02-25,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-26 00:00:00,2025-02-26,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-26 04:00:00,2025-02-26,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-26 08:00:00,2025-02-26,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-26 12:00:00,2025-02-26,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-26 16:00:00,2025-02-26,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-26 20:00:00,2025-02-26,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-27 00:00:00,2025-02-27,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-27 04:00:00,2025-02-27,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-27 08:00:00,2025-02-27,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-27 12:00:00,2025-02-27,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-27 16:00:00,2025-02-27,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-27 20:00:00,2025-02-27,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-02-28 00:00:00,2025-02-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-28 04:00:00,2025-02-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-28 08:00:00,2025-02-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-28 12:00:00,2025-02-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-28 16:00:00,2025-02-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-02-28 20:00:00,2025-02-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-01 00:00:00,2025-03-01,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-01 04:00:00,2025-03-01,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-01 08:00:00,2025-03-01,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-01 12:00:00,2025-03-01,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-01 16:00:00,2025-03-01,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-01 20:00:00,2025-03-01,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-02 00:00:00,2025-03-02,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-02 04:00:00,2025-03-02,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-02 08:00:00,2025-03-02,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-02 12:00:00,2025-03-02,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-02 16:00:00,2025-03-02,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-02 20:00:00,2025-03-02,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-03 00:00:00,2025-03-03,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-03 04:00:00,2025-03-03,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-03 08:00:00,2025-03-03,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-03 12:00:00,2025-03-03,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-03 16:00:00,2025-03-03,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-03 20:00:00,2025-03-03,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-04 00:00:00,2025-03-04,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-04 04:00:00,2025-03-04,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-04 08:00:00,2025-03-04,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-04 12:00:00,2025-03-04,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-04 16:00:00,2025-03-04,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-04 20:00:00,2025-03-04,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-05 00:00:00,2025-03-05,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-05 04:00:00,2025-03-05,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-05 08:00:00,2025-03-05,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-05 12:00:00,2025-03-05,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-05 16:00:00,2025-03-05,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-05 20:00:00,2025-03-05,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-06 00:00:00,2025-03-06,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-06 04:00:00,2025-03-06,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-06 08:00:00,2025-03-06,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-06 12:00:00,2025-03-06,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-06 16:00:00,2025-03-06,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-06 20:00:00,2025-03-06,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-07 00:00:00,2025-03-07,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-07 04:00:00,2025-03-07,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-07 08:00:00,2025-03-07,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-07 12:00:00,2025-03-07,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-07 16:00:00,2025-03-07,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-07 20:00:00,2025-03-07,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-08 00:00:00,2025-03-08,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-08 04:00:00,2025-03-08,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-08 08:00:00,2025-03-08,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-08 12:00:00,2025-03-08,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-08 16:00:00,2025-03-08,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-08 20:00:00,2025-03-08,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-09 00:00:00,2025-03-09,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-09 04:00:00,2025-03-09,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-09 08:00:00,2025-03-09,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-09 12:00:00,2025-03-09,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-09 16:00:00,2025-03-09,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-09 20:00:00,2025-03-09,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-10 00:00:00,2025-03-10,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-10 04:00:00,2025-03-10,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-10 08:00:00,2025-03-10,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-10 12:00:00,2025-03-10,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-10 16:00:00,2025-03-10,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-10 20:00:00,2025-03-10,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-11 00:00:00,2025-03-11,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-11 04:00:00,2025-03-11,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-11 08:00:00,2025-03-11,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-11 12:00:00,2025-03-11,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-11 16:00:00,2025-03-11,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-11 20:00:00,2025-03-11,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-12 00:00:00,2025-03-12,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-12 04:00:00,2025-03-12,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-12 08:00:00,2025-03-12,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-12 12:00:00,2025-03-12,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-12 16:00:00,2025-03-12,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-12 20:00:00,2025-03-12,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-13 00:00:00,2025-03-13,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-13 04:00:00,2025-03-13,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-13 08:00:00,2025-03-13,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-13 12:00:00,2025-03-13,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-13 16:00:00,2025-03-13,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-13 20:00:00,2025-03-13,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-14 00:00:00,2025-03-14,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-14 04:00:00,2025-03-14,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-14 08:00:00,2025-03-14,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-14 12:00:00,2025-03-14,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-14 16:00:00,2025-03-14,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-14 20:00:00,2025-03-14,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-15 00:00:00,2025-03-15,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-15 04:00:00,2025-03-15,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-15 08:00:00,2025-03-15,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-15 12:00:00,2025-03-15,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-15 16:00:00,2025-03-15,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-15 20:00:00,2025-03-15,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-16 00:00:00,2025-03-16,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-16 04:00:00,2025-03-16,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-16 08:00:00,2025-03-16,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-16 12:00:00,2025-03-16,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-16 16:00:00,2025-03-16,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-16 20:00:00,2025-03-16,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-17 00:00:00,2025-03-17,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-17 04:00:00,2025-03-17,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-17 08:00:00,2025-03-17,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-17 12:00:00,2025-03-17,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-17 16:00:00,2025-03-17,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-17 20:00:00,2025-03-17,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-18 00:00:00,2025-03-18,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-18 04:00:00,2025-03-18,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-18 08:00:00,2025-03-18,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-18 12:00:00,2025-03-18,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-18 16:00:00,2025-03-18,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-18 20:00:00,2025-03-18,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-19 00:00:00,2025-03-19,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-19 04:00:00,2025-03-19,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-19 08:00:00,2025-03-19,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-19 12:00:00,2025-03-19,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-19 16:00:00,2025-03-19,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-19 20:00:00,2025-03-19,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-20 00:00:00,2025-03-20,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-20 04:00:00,2025-03-20,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-20 08:00:00,2025-03-20,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-20 12:00:00,2025-03-20,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-20 16:00:00,2025-03-20,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-20 20:00:00,2025-03-20,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-21 00:00:00,2025-03-21,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-21 04:00:00,2025-03-21,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-21 08:00:00,2025-03-21,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-21 12:00:00,2025-03-21,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-21 16:00:00,2025-03-21,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-21 20:00:00,2025-03-21,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-22 00:00:00,2025-03-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-22 04:00:00,2025-03-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-22 08:00:00,2025-03-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-22 12:00:00,2025-03-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-22 16:00:00,2025-03-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-22 20:00:00,2025-03-22,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-23 00:00:00,2025-03-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-23 04:00:00,2025-03-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-23 08:00:00,2025-03-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-23 12:00:00,2025-03-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-23 16:00:00,2025-03-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-23 20:00:00,2025-03-23,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-24 00:00:00,2025-03-24,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-24 04:00:00,2025-03-24,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-24 08:00:00,2025-03-24,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-24 12:00:00,2025-03-24,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-24 16:00:00,2025-03-24,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-24 20:00:00,2025-03-24,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-25 00:00:00,2025-03-25,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-25 04:00:00,2025-03-25,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-25 08:00:00,2025-03-25,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-25 12:00:00,2025-03-25,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-25 16:00:00,2025-03-25,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-25 20:00:00,2025-03-25,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-26 00:00:00,2025-03-26,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-26 04:00:00,2025-03-26,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-26 08:00:00,2025-03-26,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-26 12:00:00,2025-03-26,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-26 16:00:00,2025-03-26,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-26 20:00:00,2025-03-26,CASH,0.0,0.0,False,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-27 00:00:00,2025-03-27,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-27 04:00:00,2025-03-27,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-27 08:00:00,2025-03-27,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-27 12:00:00,2025-03-27,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-27 16:00:00,2025-03-27,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-27 20:00:00,2025-03-27,CASH,0.0,0.0,False,False,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-28 00:00:00,2025-03-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-28 04:00:00,2025-03-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-28 08:00:00,2025-03-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-28 12:00:00,2025-03-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-28 16:00:00,2025-03-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-28 20:00:00,2025-03-28,CASH,0.0,0.0,True,True,1.0,0.0,0.0,CASH,11.924246282439398
2025-03-29 00:00:00,2025-03-29,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-29 04:00:00,2025-03-29,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-29 08:00:00,2025-03-29,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-29 12:00:00,2025-03-29,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-29 16:00:00,2025-03-29,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-29 20:00:00,2025-03-29,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-30 00:00:00,2025-03-30,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-30 04:00:00,2025-03-30,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-30 08:00:00,2025-03-30,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
2025-03-30 12:00:00,2025-03-30,CASH,0.0,0.0,True,False,0.5,0.0,0.0,FAST_REENTRY_OVERLAY,11.924246282439398
